1,1,-3923.48166666667
2,1,3916.815
513,1,0.5
1025,1,6.66666666666667
1,2,3916.815
2,2,-7840.29666666667
3,2,3916.815
514,2,0.5
1026,2,6.66666666666667
2,3,3916.815
3,3,-7840.29666666667
4,3,3916.815
515,3,0.5
1027,3,6.66666666666667
3,4,3916.815
4,4,-7840.29666666667
5,4,3916.815
516,4,0.5
1028,4,6.66666666666667
4,5,3916.815
5,5,-7840.29666666667
6,5,3916.815
517,5,0.5
1029,5,6.66666666666667
5,6,3916.815
6,6,-7840.29666666667
7,6,3916.815
518,6,0.5
1030,6,6.66666666666667
6,7,3916.815
7,7,-7840.29666666667
8,7,3916.815
519,7,0.5
1031,7,6.66666666666667
7,8,3916.815
8,8,-7840.29666666667
9,8,3916.815
520,8,0.5
1032,8,6.66666666666667
8,9,3916.815
9,9,-7840.29666666667
10,9,3916.815
521,9,0.5
1033,9,6.66666666666667
9,10,3916.815
10,10,-7840.29666666667
11,10,3916.815
522,10,0.5
1034,10,6.66666666666667
10,11,3916.815
11,11,-7840.29666666667
12,11,3916.815
523,11,0.5
1035,11,6.66666666666667
11,12,3916.815
12,12,-7840.29666666667
13,12,3916.815
524,12,0.5
1036,12,6.66666666666667
12,13,3916.815
13,13,-7840.29666666667
14,13,3916.815
525,13,0.5
1037,13,6.66666666666667
13,14,3916.815
14,14,-7840.29666666667
15,14,3916.815
526,14,0.5
1038,14,6.66666666666667
14,15,3916.815
15,15,-7840.29666666667
16,15,3916.815
527,15,0.5
1039,15,6.66666666666667
15,16,3916.815
16,16,-7840.29666666667
17,16,3916.815
528,16,0.5
1040,16,6.66666666666667
16,17,3916.815
17,17,-7840.29666666667
18,17,3916.815
529,17,0.5
1041,17,6.66666666666667
17,18,3916.815
18,18,-7840.29666666667
19,18,3916.815
530,18,0.5
1042,18,6.66666666666667
18,19,3916.815
19,19,-7840.29666666667
20,19,3916.815
531,19,0.5
1043,19,6.66666666666667
19,20,3916.815
20,20,-7840.29666666667
21,20,3916.815
532,20,0.5
1044,20,6.66666666666667
20,21,3916.815
21,21,-7840.29666666667
22,21,3916.815
533,21,0.5
1045,21,6.66666666666667
21,22,3916.815
22,22,-7840.29666666667
23,22,3916.815
534,22,0.5
1046,22,6.66666666666667
22,23,3916.815
23,23,-7840.29666666667
24,23,3916.815
535,23,0.5
1047,23,6.66666666666667
23,24,3916.815
24,24,-7840.29666666667
25,24,3916.815
536,24,0.5
1048,24,6.66666666666667
24,25,3916.815
25,25,-7840.29666666667
26,25,3916.815
537,25,0.5
1049,25,6.66666666666667
25,26,3916.815
26,26,-7840.29666666667
27,26,3916.815
538,26,0.5
1050,26,6.66666666666667
26,27,3916.815
27,27,-7840.29666666667
28,27,3916.815
539,27,0.5
1051,27,6.66666666666667
27,28,3916.815
28,28,-7840.29666666667
29,28,3916.815
540,28,0.5
1052,28,6.66666666666667
28,29,3916.815
29,29,-7840.29666666667
30,29,3916.815
541,29,0.5
1053,29,6.66666666666667
29,30,3916.815
30,30,-7840.29666666667
31,30,3916.815
542,30,0.5
1054,30,6.66666666666667
30,31,3916.815
31,31,-7840.29666666667
32,31,3916.815
543,31,0.5
1055,31,6.66666666666667
31,32,3916.815
32,32,-7840.29666666667
33,32,3916.815
544,32,0.5
1056,32,6.66666666666667
32,33,3916.815
33,33,-7840.29666666667
34,33,3916.815
545,33,0.5
1057,33,6.66666666666667
33,34,3916.815
34,34,-7840.29666666667
35,34,3916.815
546,34,0.5
1058,34,6.66666666666667
34,35,3916.815
35,35,-7840.29666666667
36,35,3916.815
547,35,0.5
1059,35,6.66666666666667
35,36,3916.815
36,36,-7840.29666666667
37,36,3916.815
548,36,0.5
1060,36,6.66666666666667
36,37,3916.815
37,37,-7840.29666666667
38,37,3916.815
549,37,0.5
1061,37,6.66666666666667
37,38,3916.815
38,38,-7840.29666666667
39,38,3916.815
550,38,0.5
